Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha)
182,Coşava Mare,2015.0,,publică stat,45.13087222222222,22.045158333333337,1100.0,1250.0,Caraş Severin,O.S. Nera,II ,93,4111.0,20.55,,
183,Coşava Mare,2015.0,,publică stat,45.13313888888889,22.0482,1050.0,1100.0,Caraş Severin,O.S. Nera,II ,94,4111.0,2.25,,
184,Coşava Mare,2015.0,,publică stat,45.13503611111111,22.044869444444448,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,95A,4111.0,12.79,,
185,Coşava Mare,2015.0,,publică stat,45.13359444444444,22.041425,1200.0,1200.0,Caraş Severin,O.S. Nera,II ,95B,4114.0,0.52,,
186,Coşava Mare,2015.0,,publică stat,45.1381,22.047011111111114,1100.0,1250.0,Caraş Severin,O.S. Nera,II ,96A,4111.0,32.72,,
187,Coşava Mare,2015.0,,publică stat,45.13556111111111,22.03973888888889,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,96B,4114.0,2.07,,
188,Coşava Mare,2015.0,,publică stat,45.143002777777774,22.04813888888889,1050.0,1050.0,Caraş Severin,O.S. Nera,II ,97,4111.0,2.0,,
189,Coşava Mare,2015.0,,publică stat,45.14263888888889,22.048450000000003,1150.0,1200.0,Caraş Severin,O.S. Nera,II ,98,4111.0,6.14,,
190,Coşava Mare,2015.0,,publică stat,45.14405555555555,22.047761111111114,1100.0,1250.0,Caraş Severin,O.S. Nera,II ,99,4111.0,23.18,,
191,Coşava Mare,2015.0,,publică stat,45.144841666666665,22.044433333333334,1150.0,1290.0,Caraş Severin,O.S. Nera,II ,100A,4111.0,42.04,,
192,Coşava Mare,2015.0,,publică stat,45.14042222222222,22.047086111111113,1250.0,1250.0,Caraş Severin,O.S. Nera,II ,100B,4114.0,1.82,,
193,Coşava Mare,2015.0,,publică stat,45.14732222222222,22.043197222222222,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,101A,4111.0,36.19,,
194,Coşava Mare,2015.0,,publică stat,45.1463,22.037355555555557,1250.0,1350.0,Caraş Severin,O.S. Nera,II ,101B,4114.0,2.92,,
195,Coşava Mare,2015.0,,publică stat,45.147275,22.04338888888889,1150.0,1300.0,Caraş Severin,O.S. Nera,II ,102A,4111.0,12.24,,
196,Coşava Mare,2015.0,,publică stat,45.14773888888889,22.038825000000003,1250.0,1350.0,Caraş Severin,O.S. Nera,II ,102B,4151.0,3.19,,
197,Coşava Mare,2015.0,,publică stat,45.14875277777778,22.044111111111114,1150.0,1300.0,Caraş Severin,O.S. Nera,II ,103A,4111.0,23.41,,
198,Coşava Mare,2015.0,,publică stat,45.15033611111111,22.041811111111112,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,103B,4151.0,5.84,,
199,Coşava Mare,2015.0,,publică stat,45.152052777777776,22.047016666666668,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,104A,4114.0,23.83,,
200,Coşava Mare,2015.0,,publică stat,45.15263611111111,22.045,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,104B,4151.0,3.95,,
201,Coşava Mare,2015.0,,publică stat,45.152233333333335,22.043686111111114,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,104C,414.0,0.72,,
202,Coşava Mare,2015.0,,publică stat,45.15249444444444,22.04363888888889,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,104D,4151.0,0.71,,
203,Coşava Mare,2015.0,,publică stat,45.15425277777778,22.05067222222222,1300.0,1350.0,Caraş Severin,O.S. Nera,II ,105A,4114.0,11.68,,
204,Coşava Mare,2015.0,,publică stat,45.157044444444445,22.05095,1300.0,1350.0,Caraş Severin,O.S. Nera,II ,105B,4151.0,2.47,,
205,Coşava Mare,2015.0,,publică stat,45.156480555555554,22.0552,1200.0,1350.0,Caraş Severin,O.S. Nera,II ,106A,4114.0,16.77,,
206,Coşava Mare,2015.0,,publică stat,45.160177777777776,22.05646388888889,1300.0,1350.0,Caraş Severin,O.S. Nera,II ,106B,4151.0,4.79,,
207,Coşava Mare,2015.0,,publică stat,45.158655555555555,22.05671388888889,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,106C,4151.0,0.45,,
208,Coşava Mare,2015.0,,publică stat,45.15858333333333,22.06051111111111,1200.0,1350.0,Caraş Severin,O.S. Nera,II ,107A,4114.0,21.11,,
209,Coşava Mare,2015.0,,publică stat,45.16314722222222,22.060769444444446,1250.0,1350.0,Caraş Severin,O.S. Nera,II ,107B,4151.0,2.35,,
210,Coşava Mare,2015.0,,publică stat,45.16054444444444,22.065072222222224,1400.0,1400.0,Caraş Severin,O.S. Nera,II ,107C,4151.0,1.32,,
211,Coşava Mare,2015.0,,publică stat,45.16348055555555,22.066455555555557,1400.0,1400.0,Caraş Severin,O.S. Nera,II ,107D,4151.0,2.62,,
212,Coşava Mare,2015.0,,publică stat,45.15634444444444,22.061319444444447,1250.0,1400.0,Caraş Severin,O.S. Nera,II ,108,4114.0,36.77,,
213,Coşava Mare,2015.0,,publică stat,45.15516111111111,22.057558333333333,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,109,4111.0,15.82,,
214,Coşava Mare,2015.0,,publică stat,45.15322777777778,22.057969444444446,1100.0,1350.0,Caraş Severin,O.S. Nera,II ,110,4111.0,47.05,,
215,Coşava Mare,2015.0,,publică stat,45.15231388888889,22.059172222222223,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,111A,4111.0,38.66,,
216,Coşava Mare,2015.0,,publică stat,45.15327222222222,22.063894444444447,1250.0,1400.0,Caraş Severin,O.S. Nera,II ,112A,4111.0,48.25,,
217,Coşava Mare,2015.0,,publică stat,45.146116666666664,22.06639722222222,1250.0,1400.0,Caraş Severin,O.S. Nera,II ,113,4114.0,17.74,,
218,Coşava Mare,2015.0,,publică stat,45.146363888888885,22.066133333333333,1000.0,1350.0,Caraş Severin,O.S. Nera,II ,114A,4114.0,26.82,,
219,Coşava Mare,2015.0,,publică stat,45.14298333333333,22.071277777777777,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,114B,4114.0,1.06,,
220,Coşava Mare,2015.0,,publică stat,45.14414166666667,22.062333333333335,1100.0,1350.0,Caraş Severin,O.S. Nera,II ,115A,4111.0,52.69,,
221,Coşava Mare,2015.0,,publică stat,45.14357777777778,22.06662222222222,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,115B,4111.0,1.08,,
222,Coşava Mare,2015.0,,publică stat,45.14405555555555,22.066875,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,115C,4114.0,0.28,,
223,Coşava Mare,2015.0,,publică stat,45.14319722222222,22.067269444444445,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,115D,4114.0,0.83,,
224,Coşava Mare,2015.0,,publică stat,45.14239166666667,22.06635,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,115E,4114.0,0.77,,
225,Coşava Mare,2015.0,,publică stat,45.13915,22.062933333333334,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,115F,4114.0,0.31,,
226,Coşava Mare,2015.0,,publică stat,45.14073055555556,22.067016666666667,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,115G,4114.0,0.5,,
227,Coşava Mare,2015.0,,publică stat,45.13941111111111,22.067016666666667,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,115H,4114.0,1.75,,
228,Coşava Mare,2015.0,,publică stat,45.141725,22.06799722222222,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,115I,4114.0,2.72,,
229,Coşava Mare,2015.0,,publică stat,45.141169444444444,22.057519444444445,1000.0,1350.0,Caraş Severin,O.S. Nera,II ,116A,4111.0,50.75,,
230,Coşava Mare,2015.0,,publică stat,45.137483333333336,22.061666666666667,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,116B,4114.0,0.31,,
231,Coşava Mare,2015.0,,publică stat,45.139433333333336,22.054444444444446,1000.0,1350.0,Caraş Severin,O.S. Nera,II ,117,4111.0,20.14,,
232,Coşava Mare,2015.0,,publică stat,45.138894444444446,22.055558333333334,970.0,1300.0,Caraş Severin,O.S. Nera,II ,118,4111.0,53.55,,
233,Coşava Mare,2015.0,,publică stat,45.136177777777775,22.05503888888889,970.0,1250.0,Caraş Severin,O.S. Nera,II ,119,4111.0,28.6,,
234,Coşava Mare,2015.0,,publică stat,45.134925,22.056858333333334,960.0,1250.0,Caraş Severin,O.S. Nera,II ,120,4111.0,35.29,,
235,Coşava Mare,2015.0,,publică stat,45.136825,22.062769444444445,1250.0,1350.0,Caraş Severin,O.S. Nera,II ,121A,4111.0,29.92,,
236,Coşava Mare,2015.0,,publică stat,45.14017777777778,22.06765,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,121B,4114.0,1.73,,
237,Coşava Mare,2015.0,,publică stat,45.13970555555556,22.066405555555555,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,121C,4114.0,0.69,,
238,Coşava Mare,2015.0,,publică stat,45.13476111111111,22.05879722222222,1250.0,1300.0,Caraş Severin,O.S. Nera,II ,121D,4114.0,2.25,,
239,Coşava Mare,2015.0,,publică stat,45.137658333333334,22.066605555555558,1150.0,1350.0,Caraş Severin,O.S. Nera,II ,122A,4111.0,11.02,,
240,Coşava Mare,2015.0,,publică stat,45.14603611111111,22.072652777777776,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,122B,4114.0,0.74,,
241,Coşava Mare,2015.0,,publică stat,45.14018333333333,22.068147222222223,1300.0,1350.0,Caraş Severin,O.S. Nera,II ,122C,4114.0,4.25,,
242,Coşava Mare,2015.0,,publică stat,45.13709722222222,22.0685,1100.0,1350.0,Caraş Severin,O.S. Nera,II ,123A,4111.0,31.23,,
243,Coşava Mare,2015.0,,publică stat,45.143144444444445,22.068441666666665,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,123B,4114.0,0.56,,
244,Coşava Mare,2015.0,,publică stat,45.14337777777778,22.069405555555555,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,123C,4114.0,0.52,,
245,Coşava Mare,2015.0,,publică stat,45.13494444444444,22.061291666666666,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,124A,4111.0,38.86,,
246,Coşava Mare,2015.0,,publică stat,45.13138333333333,22.058175000000002,1150.0,1300.0,Caraş Severin,O.S. Nera,II ,125,4111.0,49.47,,
247,Coşava Mare,2015.0,,publică stat,45.13171111111111,22.061069444444446,970.0,1300.0,Caraş Severin,O.S. Nera,II ,126,4111.0,47.58,,
248,Coşava Mare,2015.0,,publică stat,45.11953611111111,22.064055555555555,900.0,1250.0,Caraş Severin,O.S. Nera,II ,127,4111.0,39.28,,
249,Coşava Mare,2015.0,,publică stat,45.10947222222222,22.062116666666668,900.0,1250.0,Caraş Severin,O.S. Nera,II ,128,4111.0,36.89,,
250,Coşava Mare,2015.0,,publică stat,45.10690833333334,22.062391666666667,860.0,1200.0,Caraş Severin,O.S. Nera,II ,129,4111.0,31.68,,
251,Coşava Mare,2015.0,,publică stat,45.106861111111115,22.063372222222224,800.0,1100.0,Caraş Severin,O.S. Nera,II ,130A,4111.0,47.84,,
252,Coşava Mare,2015.0,,publică stat,45.107275,22.060822222222225,900.0,900.0,Caraş Severin,O.S. Nera,II ,130B,4111.0,0.53,,
253,Coşava Mare,2015.0,,publică stat,45.10787222222223,22.06146388888889,920.0,950.0,Caraş Severin,O.S. Nera,II ,130C,4111.0,1.47,,
254,Coşava Mare,2015.0,,publică stat,45.108247222222225,22.062205555555558,800.0,1000.0,Caraş Severin,O.S. Nera,II ,131,4111.0,25.29,,
255,Coşava Mare,2015.0,,publică stat,45.10744722222223,22.062711111111113,880.0,1200.0,Caraş Severin,O.S. Nera,II ,132A,4111.0,48.13,,
256,Coşava Mare,2015.0,,publică stat,45.10615555555556,22.06212222222222,950.0,1150.0,Caraş Severin,O.S. Nera,II ,133,4111.0,21.82,,
257,Coşava Mare,2015.0,,publică stat,45.09977222222223,22.066480555555557,800.0,1050.0,Caraş Severin,O.S. Nera,II ,134,4111.0,32.02,,
258,Coşava Mare,2015.0,,publică stat,45.09803333333333,22.066258333333334,780.0,1050.0,Caraş Severin,O.S. Nera,II ,135A,4111.0,45.58,,
259,Coşava Mare,2015.0,,publică stat,45.096558333333334,22.067127777777777,780.0,1050.0,Caraş Severin,O.S. Nera,II ,136,4111.0,35.96,,
260,Coşava Mare,2015.0,,publică stat,45.093161111111115,22.065672222222222,770.0,1000.0,Caraş Severin,O.S. Nera,II ,137,4111.0,25.84,,
261,Coşava Mare,2015.0,,publică stat,45.08878055555556,22.066077777777778,770.0,1000.0,Caraş Severin,O.S. Nera,II ,138A,4111.0,26.98,,
262,Coşava Mare,2015.0,,publică stat,45.08715,22.065855555555558,770.0,1000.0,Caraş Severin,O.S. Nera,II ,139A,4111.0,22.85,,
263,Coşava Mare,2015.0,,publică stat,45.083666666666666,22.06492777777778,750.0,1000.0,Caraş Severin,O.S. Nera,II ,140,4111.0,35.44,,
264,Coşava Mare,2015.0,,publică stat,45.07881666666667,22.064505555555556,700.0,980.0,Caraş Severin,O.S. Nera,II ,141,4111.0,50.67,,
265,Coşava Mare,2015.0,,publică stat,45.069363888888894,22.059197222222224,670.0,930.0,Caraş Severin,O.S. Nera,II ,142,4114.0,40.72,,
266,Coşava Mare,2015.0,,publică stat,45.06168611111111,22.058519444444446,670.0,930.0,Caraş Severin,O.S. Nera,II ,143,4114.0,18.58,,
267,Nerganiţa,2015.0,,publică stat,45.08871666666667,22.076811111111112,820.0,1050.0,Caraş Severin,O.S. Nera,III ,6,4111.0,32.79,,
268,Nerganiţa,2015.0,,publică stat,45.09291666666667,22.07801111111111,840.0,1050.0,Caraş Severin,O.S. Nera,III ,7,4111.0,27.56,,
269,Nerganiţa,2015.0,,publică stat,45.09778611111111,22.0807,860.0,1050.0,Caraş Severin,O.S. Nera,III ,8,4111.0,53.35,,
270,Nerganiţa,2015.0,,publică stat,45.10073333333334,22.081280555555555,900.0,1050.0,Caraş Severin,O.S. Nera,III ,9,4111.0,47.51,,
271,Nerganiţa,2015.0,,publică stat,45.10333055555556,22.08021388888889,940.0,1250.0,Caraş Severin,O.S. Nera,III ,10,4111.0,43.68,,
272,Nerganiţa,2015.0,,publică stat,45.10545277777778,22.08031111111111,940.0,1250.0,Caraş Severin,O.S. Nera,III ,11,4111.0,40.46,,
273,Nerganiţa,2015.0,,publică stat,45.10662777777778,22.081327777777776,940.0,1250.0,Caraş Severin,O.S. Nera,III ,12,4111.0,20.91,,
274,Nerganiţa,2015.0,,publică stat,45.11100277777778,22.083463888888886,940.0,1050.0,Caraş Severin,O.S. Nera,III ,13,4111.0,34.73,,
275,Nerganiţa,2015.0,,publică stat,45.12081944444444,22.081875,980.0,1300.0,Caraş Severin,O.S. Nera,III ,14,4111.0,45.58,,
276,Nerganiţa,2015.0,,publică stat,45.123891666666665,22.082166666666666,980.0,1250.0,Caraş Severin,O.S. Nera,III ,15,4111.0,43.66,,
277,Nerganiţa,2015.0,,publică stat,45.121008333333336,22.08635,980.0,1200.0,Caraş Severin,O.S. Nera,III ,16,4111.0,28.06,,
278,Nerganiţa,2015.0,,publică stat,45.122952777777776,22.085102777777777,1050.0,1100.0,Caraş Severin,O.S. Nera,III ,17,4111.0,40.62,,
279,Nerganiţa,2015.0,,publică stat,45.12582777777778,22.08986388888889,1050.0,1300.0,Caraş Severin,O.S. Nera,III ,18,4111.0,42.97,,
280,Nerganiţa,2015.0,,publică stat,45.13883333333333,22.096508333333333,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,19,4111.0,38.11,,
281,Nerganiţa,2015.0,,publică stat,45.14251111111111,22.091427777777778,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,20,4111.0,29.37,,
282,Nerganiţa,2015.0,,publică stat,45.142491666666665,22.08907222222222,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,21,4111.0,18.78,,
283,Nerganiţa,2015.0,,publică stat,45.14311388888889,22.083125,1150.0,1350.0,Caraş Severin,O.S. Nera,III ,22,4111.0,42.15,,
284,Nerganiţa,2015.0,,publică stat,45.147502777777774,22.07948888888889,1150.0,1400.0,Caraş Severin,O.S. Nera,III ,23A,4111.0,39.14,,
285,Nerganiţa,2015.0,,publică stat,45.14965,22.081525,1150.0,1300.0,Caraş Severin,O.S. Nera,III ,24,4111.0,40.35,,
286,Nerganiţa,2015.0,,publică stat,45.15119444444444,22.085130555555555,1150.0,1350.0,Caraş Severin,O.S. Nera,III ,25,4114.0,26.49,,
287,Nerganiţa,2015.0,,publică stat,45.15130277777778,22.080191666666668,1250.0,1400.0,Caraş Severin,O.S. Nera,III ,26,4114.0,53.56,,
288,Nerganiţa,2015.0,,publică stat,45.157063888888885,22.073016666666668,1250.0,1400.0,Caraş Severin,O.S. Nera,III ,27A,4114.0,38.69,,
289,Nerganiţa,2015.0,,publică stat,45.15883888888889,22.075669444444443,1250.0,1400.0,Caraş Severin,O.S. Nera,III ,28A,4114.0,15.1,,
290,Nerganiţa,2015.0,,publică stat,45.16108611111111,22.076255555555555,1250.0,1400.0,Caraş Severin,O.S. Nera,III ,29A,4151.0,46.13,,
291,Nerganiţa,2015.0,,publică stat,45.16328055555555,22.079025,1300.0,1400.0,Caraş Severin,O.S. Nera,III ,30A,4151.0,22.87,,
292,Nerganiţa,2015.0,,publică stat,45.166402777777776,22.07148611111111,1300.0,1400.0,Caraş Severin,O.S. Nera,III ,31,4151.0,17.25,,
293,Nerganiţa,2015.0,,publică stat,45.162927777777774,22.066869444444443,1350.0,1400.0,Caraş Severin,O.S. Nera,III ,32,4151.0,8.39,,
294,Nerganiţa,2015.0,,publică stat,45.171794444444444,22.079058333333332,1350.0,1400.0,Caraş Severin,O.S. Nera,III ,38,4151.0,29.1,,
295,Nerganiţa,2015.0,,publică stat,45.16235833333333,22.083458333333333,1300.0,1350.0,Caraş Severin,O.S. Nera,III ,39A,4114.0,28.15,,
296,Nerganiţa,2015.0,,publică stat,45.15529444444444,22.08203333333333,1200.0,1300.0,Caraş Severin,O.S. Nera,III ,40,4114.0,42.15,,
297,Nerganiţa,2015.0,,publică stat,45.15566944444444,22.08836111111111,1200.0,1300.0,Caraş Severin,O.S. Nera,III ,41,4114.0,42.62,,
298,Nerganiţa,2015.0,,publică stat,45.152902777777776,22.091649999999998,1150.0,1350.0,Caraş Severin,O.S. Nera,III ,42,4114.0,25.04,,
299,Nerganiţa,2015.0,,publică stat,45.14875277777778,22.090044444444445,1100.0,1350.0,Caraş Severin,O.S. Nera,III ,43A,4114.0,44.65,,
300,Nerganiţa,2015.0,,publică stat,45.147166666666664,22.09686111111111,1100.0,1350.0,Caraş Severin,O.S. Nera,III ,44,4111.0,28.82,,
301,Nerganiţa,2015.0,,publică stat,45.14514722222222,22.099955555555553,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,45,4111.0,25.55,,
302,Nerganiţa,2015.0,,publică stat,45.141152777777776,22.103852777777778,1050.0,1200.0,Caraş Severin,O.S. Nera,III ,46,4111.0,50.63,,
303,Nerganiţa,2015.0,,publică stat,45.13833611111111,22.106305555555558,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,47,4111.0,23.92,,
304,Nerganiţa,2015.0,,publică stat,45.14669444444444,22.10504166666667,1200.0,1400.0,Caraş Severin,O.S. Nera,III ,48A,4111.0,18.14,,
305,Nerganiţa,2015.0,,publică stat,45.14823333333333,22.109294444444444,1200.0,1350.0,Caraş Severin,O.S. Nera,III ,49A,4111.0,44.83,,
306,Nerganiţa,2015.0,,publică stat,45.13513888888889,22.106905555555556,1100.0,1200.0,Caraş Severin,O.S. Nera,III ,50,4111.0,39.98,,
307,Nerganiţa,2015.0,,publică stat,45.131658333333334,22.10793888888889,1100.0,1300.0,Caraş Severin,O.S. Nera,III ,51,4111.0,38.19,,
308,Nerganiţa,2015.0,,publică stat,45.12755,22.101188888888892,1050.0,1200.0,Caraş Severin,O.S. Nera,III ,52,4111.0,39.6,,
309,Nerganiţa,2015.0,,publică stat,45.122905555555555,22.095319444444442,1000.0,1200.0,Caraş Severin,O.S. Nera,III ,53,4111.0,45.94,,
310,Nerganiţa,2015.0,,publică stat,45.117602777777776,22.09083888888889,950.0,1200.0,Caraş Severin,O.S. Nera,III ,54A,4111.0,42.25,,
311,Nerganiţa,2015.0,,publică stat,45.113994444444444,22.09178611111111,920.0,1150.0,Caraş Severin,O.S. Nera,III ,55A,4111.0,30.87,,
312,Nerganiţa,2015.0,,publică stat,45.108736111111114,22.08831111111111,900.0,1150.0,Caraş Severin,O.S. Nera,III ,56,4111.0,50.21,,
313,Nerganiţa,2015.0,,publică stat,45.09773055555556,22.085705555555556,880.0,1110.0,Caraş Severin,O.S. Nera,III ,57,4111.0,37.05,,
314,Nerganiţa,2015.0,,publică stat,45.09616666666667,22.087405555555556,840.0,1050.0,Caraş Severin,O.S. Nera,III ,58,4111.0,55.77,,
315,Nerganiţa,2015.0,,publică stat,45.093425,22.085413888888887,840.0,1050.0,Caraş Severin,O.S. Nera,III ,59,4111.0,21.25,,
316,Nerganiţa,2015.0,,publică stat,45.09085555555556,22.083108333333332,840.0,1050.0,Caraş Severin,O.S. Nera,III ,60A,4111.0,36.38,,
317,Nerganiţa,2015.0,,publică stat,45.085636111111114,22.083141666666666,820.0,1050.0,Caraş Severin,O.S. Nera,III ,61A,4111.0,33.25,,
318,Nerganiţa,2015.0,,publică stat,45.079686111111116,22.08702222222222,750.0,1050.0,Caraş Severin,O.S. Nera,III ,62A,4111.0,45.64,,
319,Nerganiţa,2015.0,,publică stat,45.07532500000001,22.086563888888886,780.0,920.0,Caraş Severin,O.S. Nera,III ,63A,4111.0,26.46,,
320,Varcipolea,2015.0,,publică stat,44.83475,22.408963888888888,920.0,1050.0,Caraş Severin,O.S. Nera,V ,88A,4111.0,41.8,,
321,Varcipolea,2015.0,,publică stat,44.83310277777778,22.242222222222225,930.0,930.0,Caraş Severin,O.S. Nera,V ,88B,4114.0,0.64,,
322,Varcipolea,2015.0,,publică stat,44.836063888888894,22.236980555555558,950.0,950.0,Caraş Severin,O.S. Nera,V ,88C,4114.0,2.12,,
323,Straneac,2015.0,,publică stat,44.813975,22.231558333333332,950.0,1100.0,Caraş Severin,O.S. Nera,V ,111A,4111.0,47.78,,
324,Straneac,2015.0,,publică stat,44.82290555555556,22.222925,940.0,940.0,Caraş Severin,O.S. Nera,V ,111B,4111.0,0.23,,
325,Straneac,2015.0,,publică stat,44.81692777777778,22.222791666666666,940.0,1000.0,Caraş Severin,O.S. Nera,V ,112A,4111.0,36.76,,
326,Straneac,2015.0,,publică stat,44.82007777777778,22.222463888888885,960.0,960.0,Caraş Severin,O.S. Nera,V ,112B,4111.0,0.95,,
327,Straneac,2015.0,,publică stat,44.82703333333334,22.19778888888889,980.0,1100.0,Caraş Severin,O.S. Nera,V ,120A,4111.0,21.42,,
328,Straneac,2015.0,,publică stat,44.83111111111111,22.196397222222224,960.0,1050.0,Caraş Severin,O.S. Nera,V ,121A,4111.0,45.05,,
329,Straneac,2015.0,,publică stat,44.83057222222222,22.19042222222222,980.0,980.0,Caras Severin,O.S. Nera,V ,121B,4111.0,4.66,,
330,Meleia,2015.0,,publică stat,45.59444444444445,23.352500000000003,1050.0,1330.0,Hunedoara,O.S. Grădişte,IV,101A,4111.0,21.28,,
331,Vl. Mică,2015.0,,publică stat,45.59777777777778,23.24361111111111,900.0,1150.0,Hunedoara,O.S. Grădişte,IV,169,4114.0,34.64,,
332,Vl. Mică,2015.0,,publică stat,45.60166666666667,23.2375,1040.0,1040.0,Hunedoara,O.S. Grădişte,IV,170A,4141.0,8.57,,
333,Vl. Mică,2015.0,,publică stat,45.60444444444445,23.235555555555557,760.0,860.0,Hunedoara,O.S. Grădişte,IV,170B,4114.0,3.36,,
334,Vl. Mică,2015.0,,publică stat,45.598888888888894,23.234166666666667,770.0,1040.0,Hunedoara,O.S. Grădişte,IV,171A,4141.0,15.77,,
335,Vl. Mică,2015.0,,publică stat,45.59527777777778,23.242222222222225,920.0,1140.0,Hunedoara,O.S. Grădişte,IV,172A,4114.0,18.95,,
336,Vl. Mică,2015.0,,publică stat,45.59305555555556,23.229999999999997,910.0,1040.0,Hunedoara,O.S. Grădişte,IV,172C,4161.0,2.71,,
337,Vl. Mică,2015.0,,publică stat,45.59305555555556,23.232499999999998,1010.0,1110.0,Hunedoara,O.S. Grădişte,IV,174B,4161.0,2.95,,
338,Vl. Mică,2015.0,,publică stat,45.599444444444444,23.220277777777778,750.0,1100.0,Hunedoara,O.S. Grădişte,IV,179A,4114.0,28.96,179A,3.5
339,Vl. Mică,2015.0,,publică stat,45.68722222222222,23.192777777777778,760.0,990.0,Hunedoara,O.S. Grădişte,VI,44A,4114.0,6.68,,
340,Vl. Mică,2015.0,,publică stat,45.68833333333333,23.18777777777778,510.0,1050.0,Hunedoara,O.S. Grădişte,VI,44B,4243.0,45.25,,
341,Vl. Mică,2015.0,,publică stat,45.684999999999995,23.192777777777778,700.0,810.0,Hunedoara,O.S. Grădişte,VI,44C,4243.0,2.11,,
342,Lacurel,2016.0,,publică stat,45.44611111111111,22.82111111111111,570.0,1150.0,Hunedoara,O.S.Retezat,IV,215,5261.0,33.88,,
343,Lacurel,2016.0,,publică stat,45.44333333333333,22.824444444444445,610.0,1020.0,Hunedoara,O.S.Retezat,IV,216A,5261.0,17.32,,
344,Lacurel,2016.0,,publică stat,45.44166666666666,22.827222222222222,700.0,950.0,Hunedoara,O.S.Retezat,IV,216B,4213.0,8.34,,
345,Tabla,2016.0,,publică stat,45.43416666666666,22.75,600.0,1390.0,Hunedoara,O.S.Retezat,IV,232,4114.0,22.19,232,11.1
346,Tabla,2016.0,,publică stat,45.43722222222222,22.7925,600.0,1240.0,Hunedoara,O.S.Retezat,IV,233,4114.0,29.37,233,14.69
347,Tabla,2016.0,,publică stat,45.43888888888888,22.7875,760.0,1120.0,Hunedoara,O.S.Retezat,IV,234,4116.0,35.24,234,17.62
348,Scheiu,2016.0,,publică stat,45.29111111111111,22.622777777777777,1470.0,1700.0,Caraş Severin,O.S.Retezat,IV,574,1153.0,50.41,,
349,Scheiu,2016.0,,publică stat,45.28472222222222,22.635833333333334,1290.0,1615.0,Caraş Severin,O.S.Retezat,IV,575,1115.0,31.52,,
350,Scheiu,2016.0,,publică stat,45.2925,22.641388888888887,1215.0,1700.0,Caraş Severin,O.S.Retezat,IV,577A,1115.0,11.54,,
351,Scheiu,2016.0,,publică stat,45.29527777777778,22.637777777777778,1215.0,1575.0,Caraş Severin,O.S.Retezat,IV,577B,1154.0,2.21,,
352,Scheiu,2016.0,,publică stat,45.290277777777774,22.641388888888887,1235.0,1655.0,Caraş Severin,O.S.Retezat,IV,577C,1115.0,15.79,,
353,Scheiu,2016.0,,publică stat,45.28916666666667,22.639444444444443,1255.0,1625.0,Caraş Severin,O.S.Retezat,IV,577D,1115.0,3.32,,
354,Glodeasa,2013.0,,publică stat,45.388888888888886,25.74277777777778,920.0,1150.0,Prahova,OS Câmpina,V,69A,4111.0,36.45,,
355,Glodeasa,2013.0,,publică stat,45.39194444444444,25.739722222222223,910.0,960.0,Prahova,OS Câmpina,V,69B,2211.0,7.18,,
356,Glodeasa,2013.0,,publică stat,45.39416666666666,25.735833333333336,900.0,1100.0,Prahova,OS Câmpina,V,70,2211.0,39.8,,
357,Glodeasa,2013.0,,publică stat,45.3975,25.731111111111108,940.0,940.0,Prahova,OS Câmpina,V,71,2211.0,23.24,,
