Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha)
509,Belia Mare,2015.0,,Privată PJ,45.62995,24.96042222222222,1600.0,1600.0,Brașov,Comp. Hârtop Baba / OS Păd. Făgăraşului,I,71C,1153.0,0.9,,
510,Belia Mare,2015.0,,Privată PJ,45.62995,24.96042222222222,1650.0,1650.0,Brașov,Comp. Hârtop Baba / OS Păd. Făgăraşului,I,71D,1153.0,0.5,,
511,Pr. Laptelui,2016.0,,publică UAT,45.61129722222223,25.017227777777777,1100.0,1450.0,Brașov,com. Hârseni / OS Păd. Făgăraşului,I,80 A,1341.0,16.1,,
512,Pr. Laptelui,2016.0,,publică UAT,45.61129722222223,25.017227777777777,1350.0,1550.0,Brașov,com. Hârseni / OS Păd. Făgăraşului,I,80 D,1113.0,10.7,,
513,Pr. Laptelui,2016.0,,publică UAT,45.61129722222223,25.017227777777777,1250.0,1350.0,Brașov,com. Hârseni / OS Păd. Făgăraşului,I,80 F,1113.0,2.0,,
514,Pr. Laptelui,2016.0,,publică UAT,45.61129722222223,25.017227777777777,1500.0,1500.0,Brașov,com. Hârseni / OS Păd. Făgăraşului,I,80 C,1113.0,0.5,,
515,Pr. Gongu,2015.0,,publică UAT,45.64686111111111,24.89044722222222,950.0,1350.0,Brașov,com. Lisa / OS Păd. Făgăraşului,I,29 A,1341.0,23.1,,
516,Pr. Gongu,2015.0,,publică UAT,45.64686111111111,24.89044722222222,920.0,1400.0,Brașov,com. Lisa / OS Păd. Făgăraşului,I,30 A,1341.0,24.3,,
517,Pr. Gongu,2015.0,,publică UAT,45.64686111111111,24.89044722222222,950.0,950.0,Brașov,com. Lisa / OS Păd. Făgăraşului,I,29 N,,0.4,,
518,Pr. Gongu,2015.0,,publică UAT,45.64686111111111,24.89044722222222,1050.0,1450.0,Brașov,com. Lisa / OS Păd. Făgăraşului,I,30 B,1153.0,12.6,,
519,Culmea Izvorului,2015.0,,publică UAT,45.651775,24.791,940.0,1350.0,Brașov,com. Sâmbăta de Sus / OS Păd. Făgăraşului,I,42 A,1341.0,13.4,,
520,Culmea Izvorului,2015.0,,publică UAT,45.651775,24.791,1000.0,1350.0,Brașov,com. Sâmbăta de Sus / OS Păd. Făgăraşului,I,43 A,1341.0,16.0,,
521,Culmea Izvorului,2015.0,,publică UAT,45.651775,24.791,1300.0,1500.0,Brașov,com. Sâmbăta de Sus / OS Păd. Făgăraşului,I,43 B,1151.0,13.9,,
522,Culmea Izvorului,2015.0,,publică UAT,45.651775,24.791,1200.0,1350.0,Brașov,com. Sâmbăta de Sus / OS Păd. Făgăraşului,I,42 B,1151.0,1.4,,
523,Rindibou,2014.0,,publică UAT,45.57642222222223,24.281583333333334,640.0,1210.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,73,4131.0,23.9,,
524,Rindibou,2014.0,,publică UAT,45.58500277777778,24.29115555555556,685.0,1260.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,72,4131.0,40.5,,
525,Rindibou,2014.0,,publică UAT,45.58195555555556,24.310144444444447,720.0,930.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,71,4114.0,8.5,,
526,Rindibou,2014.0,,publică UAT,45.58573888888889,24.312369444444446,715.0,1300.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,70,4114.0,38.2,,
527,Rindibou,2014.0,,publică UAT,45.58250833333334,24.316208333333336,1010.0,1300.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,69,4131.0,11.9,,
528,Rindibou,2014.0,,publică UAT,45.58281111111111,24.14825,970.0,1280.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,68B,4131.0,14.3,,
529,Rindibou,2014.0,,publică UAT,45.583075,24.322008333333333,1010.0,1380.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,68A,4114.0,45.8,,
530,Sebeşu de Jos,2014.0,,publică UAT,45.597519444444444,24.377133333333333,910.0,1350.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87A,1341.0,32.98,,
531,Sebeşu de Jos,2014.0,,publică UAT,45.58893055555556,24.37726388888889,1200.0,1350.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87B,1153.0,0.4,,
532,Sebeşu de Jos,2014.0,,publică UAT,45.59211944444445,24.382225000000002,1300.0,1450.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87C,1114.0,15.9,,
533,Sebeşu de Jos,2014.0,,publică UAT,45.59028888888889,24.399683333333332,1400.0,1600.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87D,1153.0,5.3,,
534,Sebeşu de Jos,2014.0,,publică UAT,45.587408333333336,24.380247222222224,1250.0,1420.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87E,1153.0,1.0,,
535,Sebeşu de Jos,2014.0,,publică UAT,45.58818611111111,24.378458333333334,1250.0,1400.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87F,4161.0,1.8,,
536,Sebeşu de Jos,2014.0,,publică UAT,45.58558055555556,24.379930555555557,1210.0,1410.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,87G,4161.0,3.3,,
537,Pleaşa de Sebeş,2014.0,,publică UAT,45.58963611111111,24.363325,1050.0,1450.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,101,1341.0,30.1,,
538,Pleaşa de Sebeş,2014.0,,publică UAT,45.58887777777778,24.358422222222224,1150.0,1320.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,102A,4131.0,13.4,,
539,Pleaşa de Sebeş,2014.0,,publică UAT,45.58878888888889,24.357644444444446,1290.0,1410.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,102B,1341.0,3.4,,
540,Pleaşa de Sebeş,2014.0,,publică UAT,45.59093888888889,24.35725277777778,950.0,1220.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,103A,4131.0,20.5,,
541,Pleaşa de Sebeş,2014.0,,publică UAT,45.58952222222222,24.356533333333335,1250.0,1350.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,103B,4131.0,5.2,,
542,Pleaşa de Sebeş,2014.0,,publică UAT,45.58856111111111,24.355880555555558,1300.0,1350.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,103C,4151.0,2.5,,
543,Pleaşa de Sebeş,2014.0,,publică UAT,45.58985833333334,24.354947222222222,920.0,1330.0,Sibiu,com. Turnu Roşu/ O.S. Dealul Sibiului,Turnu Roşu,104,2212.0,19.5,,
544,Pr. Strâmbişoara,2015.0,,publică UAT,45.672149999999995,25.18536388888889,850.0,1000.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,23A,2211.0,5.0,,
545,Pr. Strâmbişoara,2015.0,,publică UAT,45.67299166666666,25.18728611111111,950.0,1100.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,23B,2212.0,11.0,,
546,Pr. Strâmbişoara,2015.0,,publică UAT,45.667313888888884,25.188869444444446,950.0,1300.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,24A,2212.0,22.9,,
547,Pr. Strâmbişoara,2015.0,,publică UAT,45.66763611111111,25.185547222222223,800.0,1300.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,25,4111.0,16.4,,
548,Pr. Strâmbişoara,2015.0,,publică UAT,45.666469444444445,25.167483333333333,850.0,1250.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,38,2211.0,38.9,,
549,Pr. Strâmbişoara,2015.0,,publică UAT,45.66308055555555,25.163666666666664,960.0,1250.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,39,2211.0,17.1,,
550,Pr. Strâmbişoara,2015.0,,publică UAT,45.67059166666667,25.189852777777777,1000.0,1050.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,24B,2212.0,5.0,,
551,Pr. Strâmbişoara,2015.0,,publică UAT,45.666402777777776,25.172675,850.0,1200.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,37A,2211.0,21.4,,
552,Pr. Strâmbişoara,2015.0,,publică UAT,45.65922222222222,25.161141666666666,1100.0,1350.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,40A,2211.0,19.0,,
555,Pr. Strâmbişoara,2015.0,,publică UAT,45.66016666666667,25.15779722222222,1100.0,1350.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,41A,2211.0,11.4,,
558,Pr. Strâmbişoara,2015.0,,publică UAT,45.66848888888889,25.162016666666666,850.0,1250.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,43A,1341.0,27.6,,
559,Pr. Strâmbişoara,2015.0,,publică UAT,45.671175,25.16413611111111,950.0,1300.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,43B,4111.0,19.9,,
560,Pr. Strâmbişoara,2015.0,,publică UAT,45.673002777777775,25.173783333333336,800.0,1100.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,44A,2212.0,18.0,,
561,Pr. Strâmbişoara,2015.0,,publică UAT,45.665280555555555,25.159855555555556,1000.0,1250.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,42A,2211.0,24.4,,
562,Pr. Strâmbişoara,2015.0,,publică UAT,45.66498611111111,25.15647222222222,1150.0,1350.0,Brașov,com Șinca / OS Pădurile Șincii,1 Șinca,42B,4111.0,11.9,,
563,Valea Vâja,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.31780277777778,25.302086111111112,1450.0,1650.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,82B,1153.0,15.15,,
564,Valea Vâja,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.31166388888889,25.30288888888889,1450.0,1700.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,83B,1153.0,28.84,,
565,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.30097222222222,25.29564166666667,1500.0,1750.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,104B,1142.0,10.24,,
566,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.29908611111111,25.294211111111114,1500.0,1600.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,109C,1142.0,3.75,,
567,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.29772222222222,25.29771388888889,1500.0,1600.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,110B,1142.0,5.74,,
568,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.295361111111106,25.2972,1400.0,1450.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,111B,1142.0,2.57,,
569,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.296591666666664,25.447222222222223,1500.0,1650.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,111C,1142.0,4.87,,
570,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.294783333333335,25.292933333333334,1300.0,1550.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,112B,1341.0,5.42,,
571,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.293191666666665,25.291672222222225,1300.0,1600.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,113,1341.0,9.51,,
572,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.291180555555556,25.293833333333335,1400.0,1650.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,114A,1151.0,6.9,,
573,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.28882222222222,25.293322222222223,1650.0,1700.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,114B,1142.0,11.97,,
574,Valea Oboarelor,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.28777222222222,25.289136111111112,1600.0,1700.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,115B,1142.0,7.55,,
575,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.24019444444445,25.245044444444446,820.0,1050.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,183B,4114.0,31.07,,
576,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.238708333333335,25.249547222222223,890.0,1050.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,184B,4114.0,8.12,,
577,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.23994166666667,25.253308333333333,870.0,1050.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,185B,4114.0,22.15,,
578,Valea Marginea Domnească,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.26246111111111,25.262519444444443,1200.0,1350.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,189B,1153.0,3.12,,
579,Valea Marginea Domnească,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.263866666666665,25.267038888888887,1200.0,1350.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,190B,1153.0,6.14,,
580,Valea Marginea Domnească,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.26432222222222,25.27456111111111,1250.0,1400.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,191B,1153.0,11.9,,
581,Valea Marginea Domnească,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.260130555555556,25.275541666666665,1200.0,1400.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,192B,1153.0,11.7,,
582,Valea Marginea Domnească,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.2623,25.280566666666665,1400.0,1450.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,193B,1153.0,2.93,,
583,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.23212777777778,25.26404722222222,790.0,920.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,210A,1342.0,16.35,,
584,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.233380555555556,25.257372222222223,850.0,980.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,211A,1342.0,10.31,,
585,Valea lui Coman,2016.0,studiu Forest Grup Proiect aviz 907/2016,Privată PJ,45.23226944444445,25.253108333333333,740.0,940.0,Argeş,Romfor Sustainable Forestry SRL / AOS Carpathia,I Argeş,212A,1342.0,4.14,,
